Trading name,Industry (ANZSIC4) description,Longitude,Latitude
Jerry Ghionis Photography,Professional Photographic Services,144.9435654,-37.816519299999996
NAB Financial Planning Melbourne CBD Pty Ltd,Other Auxiliary Finance and Investment Services,144.96268899999998,-37.81601764
Counter,Takeaway Food Services,144.9500275,-37.80247547
Rhodes & Beckett,Clothing Retailing,144.9628167,-37.81693351
Groovy Music Publishing,Music Publishing,144.9632258,-37.81784765
Haigh's Chocolates,Other Specialised Food Retailing,144.97270830000002,-37.81342593
The Mothers Union of Diocese of Melbourne,Religious Services,144.9667041,-37.81674222
Coates Hire,Heavy Machinery and Scaffolding Rental and Hiring,144.9570089,-37.82628784
Braun Buffel,Other Personal Accessory Retailing,144.96565769999998,-37.81541957
Booking.Com (Australia) Pty Limited,Travel Agency and Tour Arrangement Services,144.9621844,-37.81615528
Bureau De Change,Other Auxiliary Finance and Investment Services,144.96621499999998,-37.81386668
Demroc,Non-Residential Building Construction,144.93297019999997,-37.8247005
Codarra Advanced Systems,Management Advice and Other Consulting Services,144.9583339,-37.81753764
Jasper Hotel ,Accommodation,144.9596331,-37.80750344
Clear Skin Expert,Specialist Medical Services,144.973096,-37.81314584
Vacant,Vacant Space,144.9406629,-37.79525146
Australia Post,Postal Services,144.9550404,-37.79885182
Senior Students Resource Centre,Newspaper and Book Retailing,144.96659780000002,-37.81376503
Wwave Pty Ltd,Other Goods and Equipment Rental and Hiring n.e.c.,144.9342441,-37.79944196
Bookbinders Design,Stationery Goods Retailing,144.96294419999998,-37.81491502
Forum Theatre,Performing Arts Venue Operation,144.96938659999998,-37.81648541
Mr Noel Atkinson/Mr Timothy Wagner,Specialist Medical Services,144.9559628,-37.79854141
Vacant,Vacant Space,144.9672734,-37.81164458
Maritime Super,Superannuation Funds,144.96382869999997,-37.82082512
Institute of Public Administration Australia Inc,Business and Professional Association Services,144.9715059,-37.81083595
Victoria Police,Police Services,144.9654659,-37.81866105
Searoad Shipping Pty Ltd,Stevedoring Services,144.9085235,-37.8414902
Aliahair,Hairdressing and Beauty Services,144.9617626,-37.81212877
Australian Genome Research Facility Ltd,Scientific Research Services,144.954319,-37.7997297
Regus,Non-Residential Property Operators ,144.9562135,-37.81439357
Gordons Cafe & Bar,Cafes and Restaurants,144.9643486,-37.81473293
vacant,Vacant Space,144.9499602,-37.80926118
O-Bento,Cafes and Restaurants,144.9450469,-37.82100111
Dare 1,Cafes and Restaurants,144.9602803,-37.81158232
NOPSEMA,Central Government Administration,144.9789291,-37.84292878
Victoria Police - Tower 2,Police Services,144.9536422,-37.82253633
Jolie & Deen,Women's Clothing Retailing,144.9630189,-37.81073331
Seyfarth Shaw,Legal Services,144.9726281,-37.81430616
Vacant,Vacant Space,144.9791316,-37.83579306
The Lost Dogs' Home,Veterinary Services,144.9379824,-37.79800737
Vacant,Vacant Space,144.955573,-37.81290439
Sirius People,Employment Placement and Recruitment Services,144.95892369999999,-37.81817724
Kensington Collision Repair Centre,"Automotive Body, Paint and Interior Repair",144.9312696,-37.79440158
Tilt Renewables Limited,Other Electricity Generation,144.9578132,-37.81636534
Arts House,Performing Arts Venue Operation,144.95004630000003,-37.80345992
Crescent Wealth,Other Auxiliary Finance and Investment Services,144.96334330000002,-37.81611256
NBN Co Limited,Internet Service Providers and Web Search Portals,144.9455391,-37.81400139
Priceline Pharmacy Melbourne Central,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.9630189,-37.81073331
Kaya Health Clubs,Health and Fitness Centres and Gymnasia Operation,144.9638386,-37.81245199
Hobsons,Educational Support Services,144.95860119999998,-37.81946849
Paritech,Computer System Design and Related Services,144.95941630000002,-37.81446304
Hastings Funds Management Limited,Other Auxiliary Finance and Investment Services,144.9726281,-37.81430616
Stokes Technologies,Engineering Design and Engineering Consulting Services,144.9497923,-37.8082139
"Pharmaceutical Society of Australia, Victorian Branch",Business and Professional Association Services,144.9586811,-37.78398214
Wilding,Other Converted Paper Product Manufacturing,144.9451267,-37.80234919
Vacant,Vacant Space,144.9423118,-37.81341856
Jones Lang Lasalle,Real Estate Services ,144.9490176,-37.81792089
Stylelog,Women's Clothing Retailing,144.9630189,-37.81073331
Malua Racing,Other Horse and Dog Racing Activities,144.91276530000002,-37.78908156
Elite Real Estate,Real Estate Services ,144.9532987,-37.81625435
Frank Design,Other Specialised Design Services,144.9612157,-37.80453213
Mr Collins,Cafes and Restaurants,144.9494345,-37.82089145
Redcore,Computer System Design and Related Services,144.96270980000003,-37.81858716
That Schnitzel Place,Takeaway Food Services,144.9695206,-37.81051104
Corso Interior Architecture,Architectural Services,144.953553,-37.80469653
Nothing Simple,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.96687680000002,-37.81259409
Dr Christopher Ley & Ms Mary Parkin ,Specialist Medical Services,144.97488710000002,-37.80862592
Vacant,Vacant Space,144.9532501,-37.79971292
Vacant,Vacant Space,144.9640202,-37.81544346
Mr John Vidovich ,Specialist Medical Services,144.9841619,-37.81229599
Gemma Simple Italian,Cafes and Restaurants,144.9683841,-37.79752965
Furla,Other Personal Accessory Retailing,144.9648999,-37.81536587
Day Oncology Unit,Specialist Medical Services,144.9822638,-37.8094576
Poula Bros Seafoods Vic,Fish and Seafood Wholesaling,144.93297180000002,-37.80283712
Anton's,Men's Clothing Retailing,144.9630189,-37.81073331
Little Stars @ Southern Cross,Child Care Services,144.9493733,-37.81733574
A.P.C. Store,Clothing Retailing,144.9657034,-37.810658000000004
Holy Lashes,Hairdressing and Beauty Services,144.9539606,-37.80542264
Slade Health,Human Pharmaceutical and Medicinal Product Manufacturing,144.9456878,-37.80999878
Golston Jewellery,Watch and Jewellery Retailing,144.9638386,-37.81245199
Crewther Plumbing Building Maintenance,Plumbing Services,144.9445747,-37.80388978
Rubi Shoes,Women's Footwear Retailing,144.9654075,-37.81386024
Ootoro,Cafes and Restaurants,144.920988,-37.82600955
Sensory Lab,Other Food Product Manufacturing n.e.c.,144.9254324,-37.82169215
Disability Justice Accomodation Services,Other Residential Care Services,144.9479354,-37.77810275
Felix Cornelius Behan,Specialist Medical Services,144.9576934,-37.79421707
Bistro Guillaume,Cafes and Restaurants,144.9586604,-37.82312164
Vacant,Vacant Space,144.94362769999998,-37.79843577
Phoenix Auctions Pty Ltd ,Commission-Based Wholesaling,144.9607564,-37.81446659
Melbourne Urology Consultants,Specialist Medical Services,144.9843298,-37.81014349
Apsley And Company ,Cosmetic and Toiletry Preparation Manufacturing,144.96285680000003,-37.80337059
Hickory Buildings,Other Residential Building Construction,144.96034419999998,-37.81086312
Mandoe Pty Limited,Computer System Design and Related Services,144.97131519999996,-37.81460613
Ashley West & Co Lawyers & Notary Public,Legal Services,144.9726281,-37.81430616
Change.org Australia,Other Interest Group Services n.e.c.,144.9675911,-37.8149209
Black Ball,Cafes and Restaurants,144.9642823,-37.80131908
Jolie Brows,Hairdressing and Beauty Services,144.947217,-37.81817241
Flinders Street Bakehouse,Takeaway Food Services,144.9654659,-37.81866105
Blackwood Family Lawyers,Legal Services,144.96016200000003,-37.81320274
Spudbar Bourke Place,Takeaway Food Services,144.9561073,-37.81571393
Australian Country Spinners Pty Ltd,Natural Textile Manufacturing,144.9767624,-37.8373358
Shadowmaker,Other Specialised Design Services,144.96813909999997,-37.81199369
Victoria Taxi Club Inc,Taxi and Other Road Transport,144.95014640000002,-37.80195269
IFM Investors,Superannuation Funds,144.9714146,-37.8090402
Nettleton Tribe (Partnership) Pty Ltd,Architectural Services,144.9450469,-37.82100111
Devereux & Nathan Hearing Consultants,Other Health Care Services n.e.c.,144.97270830000002,-37.81342593
Vacant (Shop 7),Vacant Space,144.96222969999997,-37.81512975
Speller International Pty Ltd,Employment Placement and Recruitment Services,144.96795690000002,-37.79983347
Kikki K Pty Ltd ,Stationery Goods Retailing,144.9662623,-37.82066923
Victorian Chamber Of Commerce And Industry,Business and Professional Association Services,144.96818100000002,-37.81419714
Daniel Meszaros Architects,Architectural Services,144.9541321,-37.80003414
Manildra Group of Companies,Sugar Manufacturing,144.9276043,-37.80051691
Muses Of Mystery,Other Personal Services n.e.c.,144.9667041,-37.81674222
Energy Action,Engineering Design and Engineering Consulting Services,144.9616143,-37.81773812
Marcon Tedesco O'Neill,Engineering Design and Engineering Consulting Services,144.97153219999998,-37.79721605
EJM Financial Services,Financial Asset Investing,144.9522871,-37.80980027
Run Stop Shop,Footwear Retailing,144.9578132,-37.81636534
Mossimo,Clothing Retailing,144.9523782,-37.82539976
Merit Protection Boards,State Government Administration,144.9714146,-37.8090402
Blue Sky Acounting,Accounting Services,144.9450469,-37.82100111
Melbourne Football Club,Sports and Physical Recreation Clubs and Sports Professionals,144.9832828,-37.81992883
St Peters Bookroom,Newspaper and Book Retailing,144.97496040000001,-37.80986889
Vacant,Vacant Space,144.9617429,-37.80944542
Snack Delight,Cafes and Restaurants,144.9644466,-37.81771534
Crossroads,Women's Clothing Retailing,144.93782990000003,-37.81315031
Blue Pumpkin Pty Ltd,Other Grocery Wholesaling,144.920988,-37.82600955
Collected Works,Newspaper and Book Retailing,144.9667041,-37.81674222
Vacant,Vacant Space,144.9509654,-37.80796053
Brava,Women's Clothing Retailing,144.9573923,-37.81531863
Mitchell Peterson Capital Partners,Other Auxiliary Finance and Investment Services,144.960489,-37.81698962
Heine Jones Design,Other Specialised Design Services,144.9450469,-37.82100111
Vacant,Vacant Space,144.9450519,-37.79221782
Restorative Prosthetics Implant Centre Pty Ltd,Medical and Surgical Equipment Manufacturing,144.97270830000002,-37.81342593
Qualia Creative,Other Specialised Design Services,144.9621262,-37.81387847
Gordian Global Solutions Pty Ltd,Employment Placement and Recruitment Services,144.94019939999998,-37.81427742
Vacant,Vacant Space,144.97774750000002,-37.83606658
Pen Pen Wellness,Other Allied Health Services,144.9535531,-37.8153588
Reynolds St Takeaway,Takeaway Food Services,144.9376573,-37.7972278
Auspacific Property Investment,Other Specialised Food Retailing,144.9666789,-37.81125405
The Jazz Corner Hotel,Accommodation,144.95657830000002,-37.81124428
Tycoon International Education,Laundry and Dry-Cleaning Services,144.96612580000001,-37.81528474
Jivaro,Employment Placement and Recruitment Services,144.9626303,-37.81841106
A-Esque,Other Personal Accessory Retailing,144.97025980000004,-37.81468591
Houptoun Terrace Accommodation ,Accommodation,144.96609660000001,-37.79870175
Ikoncepts,Women's Clothing Retailing,144.93782990000003,-37.81315031
Coe Migration & Business Services / Melbourne Lanaguage Education Centre,Other Personal Services n.e.c.,144.9648395,-37.8125239
Unilodge On Swanston,Accommodation,144.9637506,-37.8103651
Dumpling World ,Cafes and Restaurants,144.9545688,-37.81861166
Tradewind Tax Free,Other Store-Based Retailing n.e.c.,144.9492565,-37.80862339
Siricco House of Leather,Other Personal Accessory Retailing,144.96882380000002,-37.81289167
Rankin Lawyers,Legal Services,144.957088,-37.81686865
Aunty Frankles,Cafes and Restaurants,144.9672984,-37.81169847
Do Hair,Hairdressing and Beauty Services,144.96321,-37.80953222
Somethin Fishy / 3 Munchies,Takeaway Food Services,144.9609484,-37.81131629
Ashurst ,Legal Services,144.9573923,-37.81531863
Family Services @ Carlton Baths,Child Care Services,144.971808,-37.79337946
Elevated Accounting,Accounting Services,144.9662961,-37.83070462
Jolimont Endoscopy,Specialist Medical Services,144.9784158,-37.81674873
Doughboys Doughnuts,Takeaway Food Services,144.9578132,-37.81636534
Mid Summa Festival Inc ,Other Administrative Services n.e.c.,144.9670988,-37.81346756
Prior & Co Pty Ltd,Accounting Services,144.9620054,-37.81714399
HuTong Dumpling Bar,Cafes and Restaurants,144.96945780000001,-37.81187264
Corporate Travel Management Group Pty Ltd,Other Administrative Services n.e.c.,144.9649331,-37.81662781
Mantra,Accommodation,144.9714486,-37.81330118
Essential Media Communications,Management Advice and Other Consulting Services,144.9686149,-37.80356075
VFS Services Australia Pty Ltd,Other Personal Services n.e.c.,144.9666228,-37.8163275
Mineral Deposits Ltd,Mineral Sand Mining,144.95683480000002,-37.81767359
Lampe Family Lawyers,Legal Services,144.9566886,-37.81146268
Comito & Associates Pty Ltd,Legal Services,144.954296,-37.81419956
Navy Design Pty Ltd,Other Specialised Design Services,144.9649678,-37.81719024
Salon Royale,Hairdressing and Beauty Services,144.95019140000002,-37.79382016
Spearmint Rhino Gentlemen's Club,"Pubs, Taverns and Bars",144.9577148,-37.81977635
Western Senior Secondary College,Secondary Education,144.95147169999998,-37.81214986
Queen Street Rescue,Cafes and Restaurants,144.9599687,-37.81428585
Cherry & Twigs,Cafes and Restaurants,144.9558379,-37.82001952
Chancery Chambers Barristers,Legal Services,144.9604697,-37.81352285
Grigor Lawyers,Legal Services,144.95644740000003,-37.81270785
Fuji Xerox,Computer and Electronic Office Equipment Manufacturing,144.9793624,-37.8441033
Vacant,Vacant Space,144.9584697,-37.81077641
Bauen Concrete,Non-Residential Building Construction,144.953372,-37.80766674
Central Kinesiology,Specialist Medical Services,144.973096,-37.81314584
Robert Half International,Employment Placement and Recruitment Services,144.9589392,-37.81595642
Lawson Hughes Peter Walsh,Legal Services,144.9563105,-37.81323022
Vision Joinery Victoria,Carpentry Services,144.9344314,-37.79858872
Vacant,Vacant Space,144.9698644,-37.79938522
Vacant,Vacant Space,144.95955,-37.81660734
Vacant,Vacant Space,144.95955,-37.81660734
Vacant,Vacant Space,144.95955,-37.81660734
Vacant,Vacant Space,144.95955,-37.81660734
Vacant,Vacant Space,144.95955,-37.81660734
Dr Allen Wong ,Dental Services,144.968026,-37.81534394
Hotel Ibis Little Bourke Street ,Accommodation,144.95457150000001,-37.815375
Bao Steel,Commission-Based Wholesaling,144.9688573,-37.81199769
National Academy of Beauty,Higher Education,144.965095,-37.81763649
Spencer Square Hairdressing,Hairdressing and Beauty Services,144.9545688,-37.81861166
Coffee Exchange,Cafes and Restaurants,144.9731836,-37.81260039
Grandcity (Australia) Travel & Tour Pty Ltd,Travel Agency and Tour Arrangement Services,144.9652504,-37.81199559
Kookai,Women's Clothing Retailing,144.9630189,-37.81073331
SME Solutions Pty Ltd,Computer System Design and Related Services,144.96281159999998,-37.81581721
East Side Clothing Company Pty Ltd,Clothing and Footwear Wholesaling,144.94296699999998,-37.82514599
Automation & Packing,Packaging Services,144.94406469999998,-37.8015694
Meinhardt,Engineering Design and Engineering Consulting Services,144.96186569999998,-37.80689662
Victorian Local Governance Association,Other Interest Group Services n.e.c.,144.96074,-37.80489529
Lakeside Bistro And Function Centre,Cafes and Restaurants,144.9514349,-37.78428452
Slater St Bench,Cafes and Restaurants,144.9771931,-37.83854242
Rhumba's,Takeaway Food Services,144.95009340000001,-37.82068699
Pei Modern,Cafes and Restaurants,144.9726281,-37.81430616
Risk Advisory Services,Management Advice and Other Consulting Services,144.965095,-37.81763649
Alpha Lewis Signs,Printing,144.944183,-37.80086172
Elevators Australia,Other Building Installation Services,144.9067154,-37.82651579
McDonald Murholme,Legal Services,144.9702813,-37.8139675
Soho Restaurant & Bar,Cafes and Restaurants,144.96337580000002,-37.82092509
Freshwater Place Wellness Medical Practice Pty Ltd,General Practice Medical Services,144.962154,-37.82167834
Evans And Partners,Other Auxiliary Finance and Investment Services,144.9682892,-37.81563788
Australian Football League,Sports and Physical Recreation Clubs and Sports Professionals,144.9475776,-37.81656591
Fredon Pty Ltd,Electrical Services,144.93624730000002,-37.78991321
Regina Boutique,Clothing Retailing,144.9550404,-37.79885182
SIS Security Infastructure Solutions,Computer System Design and Related Services,144.965095,-37.81763649
Homehoo,Building and Other Industrial Cleaning Services,144.963382,-37.80141859
AHS Financial,Other Auxiliary Finance and Investment Services,144.95836509999998,-37.78655925
Collier Charitable Fund Custodian Corporation,Other Interest Group Services n.e.c.,144.95675569999997,-37.81550891
Neurosurgical Society Of Australasia,Other Interest Group Services n.e.c.,144.9560169,-37.8134766
Visy,"Pulp, Paper and Paperboard Manufacturing",144.96264299999999,-37.82221927
Sherriff Electrical ,Other Electrical and Electronic Good Wholesaling,144.94896880000002,-37.81172328
PLC Supplies,Other Specialised Industrial Machinery and Equipment Wholesaling,144.96281159999998,-37.81581721
Airwallex,Computer System Design and Related Services,144.9591876,-37.8192157
Video Cowboys Pty Ltd,Motion Picture and Video Production,144.9449612,-37.81396231
Drago's ,Takeaway Food Services,144.95723950000001,-37.80745984
Loan Market,Other Auxiliary Finance and Investment Services,144.9187862,-37.82221049
Sportsgirl,Women's Clothing Retailing,144.9652357,-37.8142367
Vacant,Vacant Space,144.93382240000003,-37.7976781
Giannakopoulos Solicitors,Legal Services,144.9563105,-37.81323022
Myer Melbourne,Department Stores,144.9638386,-37.81245199
A K Willis Accounting Pty Ltd,Accounting Services,144.9592899,-37.81713691
L.H.T. Inter-Pacific Pty Ltd,Other Auxiliary Finance and Investment Services,144.9450469,-37.82100111
North Melbourne Children's Centre,Child Care Services,144.9543405,-37.8045566
Micale Recruitment,Employment Placement and Recruitment Services,144.96795690000002,-37.79983347
Ellissi,Jewellery and Silverware Manufacturing,144.96612580000001,-37.81528474
Mindwerx International,Management Advice and Other Consulting Services,144.9632938,-37.81554941
New Careers Australia,Employment Placement and Recruitment Services,144.96813909999997,-37.81199369
Subway,Takeaway Food Services,144.9762096,-37.836275
Human Habitats,Architectural Services,144.9479753,-37.81925128
Customs Lane Newsagency,Newspaper and Book Retailing,144.9591876,-37.8192157
Sugar Station ,Other Specialised Food Retailing,144.9473481,-37.80893423
Victorian Responsible Gambling Foundation,Regulatory Services,144.95515780000002,-37.80175068
Vacant,Vacant Space,144.9815085,-37.81782614
Elegance Tips And Toes On Lygon,Hairdressing and Beauty Services,144.965973,-37.80425101
Food Craft,Takeaway Food Services,144.9599687,-37.81428585
The J Walk Cafe,Cafes and Restaurants,144.967574,-37.81012652
Asset Plan Financial Services,Other Auxiliary Finance and Investment Services,144.9591969,-37.81499761
Australian Amalgamated Terminals,Stevedoring Services,144.9027815,-37.84329228
Oter,Cafes and Restaurants,144.9700425,-37.8157316
Aickin Chambers,Legal Services,144.9604697,-37.81352285
Vacant Land,Vacant Space,144.9386895,-37.82528241
Warr Hunt Pty Ltd ,Other Auxiliary Finance and Investment Services,144.9609391,-37.81680552
John A Morris,Jewellery and Silverware Manufacturing,144.9602709,-37.80274281
King of Knives,Houseware Retailing,144.9630189,-37.81073331
Communication Workers Union,Labour Association Services,144.96641090000003,-37.80643938
Exhibit Interiors,Furniture Retailing,144.9726281,-37.81430616
The JRT Partnership,Legal Services,144.9607699,-37.81429326
Marsh,Auxiliary Insurance Services,144.95009340000001,-37.82068699
& Gallery,Other Store-Based Retailing n.e.c.,144.9535531,-37.8153588
JM Financial Group Limited ,Other Auxiliary Finance and Investment Services,144.9688573,-37.81199769
Bowery to Williamsburg,Cafes and Restaurants,144.9702912,-37.8161284
Vacant,Vacant Space,144.95955669999998,-37.8258308
Vacant,Vacant Space,144.954825,-37.81507493
Boral Concrete Melbourne,Ready-Mixed Concrete Manufacturing,144.9399874,-37.8032119
Carlton Student Accommodation,Accommodation,144.96632680000002,-37.80042527
JTC Accountants & Bisiness Advisors,Accounting Services,144.94019939999998,-37.81427742
Consulate Of Malawi ,Foreign Government Representation,144.9582279,-37.81468561
Dr Marian H Miller,Specialist Medical Services,144.97488710000002,-37.80862592
Vacant,Vacant Space,144.96813909999997,-37.81199369
Vacant,Vacant Space,144.96813909999997,-37.81199369
Melbourne Rebels,Sports and Physical Recreation Clubs and Sports Professionals,144.9823854,-37.82487806
Vacant,Vacant Space,144.942398,-37.80192845
Diabetes & Specialist Centre Pty Ltd,Specialist Medical Services,144.9793123,-37.84459479
Pro-Eye Video Productions Pty Ltd,Motion Picture and Video Production,144.94535280000002,-37.8068965
Pfizer Australia,Scientific Research Services,144.95747319999998,-37.81753383
Herringbone ,Clothing Retailing,144.9726281,-37.81430616
EVT Development,Furniture and Floor Covering Wholesaling,144.94019939999998,-37.81427742
Work N Holiday,Travel Agency and Tour Arrangement Services,144.9583339,-37.81753764
Victorian Ports Corp,Port and Water Transport Terminal Operations,144.9085929,-37.82298506
A Prickly Affair,Other Store-Based Retailing n.e.c.,144.9671007,-37.81592857
Lake Imaging Pty Ltd,Pathology and Diagnostic Imaging Services,144.954319,-37.7997297
Reed Personnel Services Pty Ltd,Employment Placement and Recruitment Services,144.96206130000002,-37.81084464
Cambel Cass Melbourne,Accounting Services,144.9607564,-37.81446659
Vacant,Vacant Space,144.9722399,-37.81514512
Block Arcade Studios,Professional Photographic Services,144.9645574,-37.81567229
IER Pty Ltd,Management Advice and Other Consulting Services,144.93584180000002,-37.791456200000006
Made In Milan ,Clothing Retailing,144.9687553,-37.81543178
Arcadis,Engineering Design and Engineering Consulting Services,144.9589392,-37.81595642
Misty,"Pubs, Taverns and Bars",144.9690184,-37.81650918
RTX Recruiting Pty Ltd,Employment Placement and Recruitment Services,144.96270980000003,-37.81858716
Museum Victoria - Parking Service,Parking Services,144.9716355,-37.80401886
Pinea Medical Clinic,Specialist Medical Services,144.954319,-37.7997297
Don Tojo,Cafes and Restaurants,144.96562649999998,-37.80132569
Vacant,Vacant Space,144.95431489999999,-37.80378609
HWL Ebsworth Lawyers,Legal Services,144.95683480000002,-37.81767359
Parliamentary Committees,State Government Administration,144.974119,-37.81087579
Frontier Financial Group Pty Ltd,Other Auxiliary Finance and Investment Services,144.9603119,-37.816999100000004
CBD Lonsdale  Convenience Store,Supermarket and Grocery Stores,144.9603254,-37.81244232
Michael Trumble Legal ,Legal Services,144.9774303,-37.8093802
Zucci,Hairdressing and Beauty Services,144.9578132,-37.81636534
"Prof Michael Green, Mr C Flanc, Mr B Tran & Dr I Relf",Specialist Medical Services,144.9822638,-37.8094576
Romano Property Group Pty Ltd,Other Residential Building Construction,144.9394657,-37.788769200000004
Department of Veteran Affairs,Central Government Administration,144.9187862,-37.82221049
Mr Matthew Gingold / Mr Joshua Burns,"Creative Artists, Musicians, Writers and Performers",144.9667041,-37.81674222
Australian Education & Migration Services Pty Ltd,Other Personal Services n.e.c.,144.9583339,-37.81753764
Macquarie Bank,Banking,144.97074980000002,-37.81492031
Bergent Research,Market Research and Statistical Services,144.9537777,-37.80832321
Mercedes Waratah,Printing,144.9254324,-37.82169215
Il Gusto,Cafes and Restaurants,144.9671605,-37.80118693
Shanghai Dragon Dumpling House,Cafes and Restaurants,144.9676479,-37.81246709
Gadens Lawyers,Legal Services,144.9561073,-37.81571393
Achievement Cleaning Services Pty Limited,Building and Other Industrial Cleaning Services,144.9642907,-37.80539456
Settimi Photography,Professional Photographic Services,144.96659019999998,-37.80049164
Swanston General Store,Supermarket and Grocery Stores,144.9635132,-37.80555235
Birdseye Dental Group,Dental Services,144.9733552,-37.81383756
The Primary Agency,Advertising Services,144.9855915,-37.81618515
Microsurfaces Pty Ltd,Scientific Research Services,144.9394657,-37.788769200000004
Global Carbon Capture Storage Institute,Management Advice and Other Consulting Services,144.95118630000002,-37.82096812
OP Gaming,Internet Service Providers and Web Search Portals,144.96684150000002,-37.81343614
Great Earth Super Discount Health Shop,Other Specialised Food Retailing,144.96510469999998,-37.81169356
Metarlong ,Clothing Retailing,144.9303643,-37.79956857
Vacant,Vacant Space,144.9621844,-37.81615528
Vacant,Vacant Space,144.9621844,-37.81615528
Vacant,Vacant Space,144.9621844,-37.81615528
Vacant,Vacant Space,144.9621844,-37.81615528
Vacant,Vacant Space,144.9621844,-37.81615528
Vacant,Vacant Space,144.9621844,-37.81615528
UAV Vision,Other Electrical and Electronic Good Wholesaling,144.954296,-37.81419956
Meat Supply,"Fresh Meat, Fish and Poultry Retailing",144.95723950000001,-37.80745984
Roast & Brew,Takeaway Food Services,144.95683480000002,-37.81767359
Kalfin Jewellery,Watch and Jewellery Retailing,144.9629761,-37.81622042
Fatayer Cafe,Cafes and Restaurants,144.96909540000001,-37.79465838
Benjamin Barber,Men's Clothing Retailing,144.9657034,-37.810658000000004
Tony Hargreaves & Partners,Legal Services,144.9563105,-37.81323022
The Jack Brockoff Familial Cancer Centre,Other Allied Health Services,144.9773405,-37.81154319
Top Juice,Takeaway Food Services,144.9630189,-37.81073331
Vacant,Vacant Space,144.96817180000002,-37.809942799999995
The Red Hummingbird,"Pubs, Taverns and Bars",144.9673261,-37.81047422
Bogong Equipment Pty Ltd,Sport and Camping Equipment Retailing,144.9614798,-37.81342521
vacant,Vacant Space,144.9648823,-37.8012061
vacant,Vacant Space,144.9648823,-37.8012061
Collan Investment Limited,Financial Asset Investing,144.9602243,-37.81467989
Victorian Ports Melbourne,Local Government Administration,144.95683480000002,-37.81767359
Human Salon,Hairdressing and Beauty Services,144.9652504,-37.81199559
Avia 170,Hairdressing and Beauty Services,144.9664024,-37.79882517
Mint Incorporated,Parking Services,144.95736090000003,-37.81209045
The Difference Incubator,Management Advice and Other Consulting Services,144.9541004,-37.81721781
Shanghai Street Xiaolongboa & Dumpling,Cafes and Restaurants,144.9679947,-37.81132789
Smart Mart ,Convenience Store,144.9661325,-37.8011023
Midas,Women's Footwear Retailing,144.9628783,-37.81261442
Aspiron Consulting Group Pty Ltd,Accounting Services,144.97488710000002,-37.80862592
Riordans Lawyers,Legal Services,144.9544768,-37.81256938
Mr Daniel Matthews,"Creative Artists, Musicians, Writers and Performers",144.97239319999997,-37.81279876
PHD Media,Advertising Services,144.97704280000002,-37.83774553
Bush Heritage Australia,Other Interest Group Services n.e.c.,144.96143899999998,-37.817306200000004
Plenary Group,Financial Asset Broking Services,144.957551,-37.818662599999996
Systematiq,Management Advice and Other Consulting Services,144.957088,-37.81686865
Racv Group Services Pty Lt,Office Administrative Services,144.959922,-37.81556405
Pacific Asia Express Pty Ltd,Other Water Transport Support Services,144.96676340000002,-37.82876966
Laco International Pty Ltd,Other Specialised Industrial Machinery and Equipment Wholesaling,144.9751345,-37.79439894
Melbourne Est8 Agency,Real Estate Services ,144.9700079,-37.81423688
Metropolitan Capital,Other Auxiliary Finance and Investment Services,144.97372009999998,-37.81372701
7 Eleven,Convenience Store,144.966482,-37.80191042
Schneier Pharmacy,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.9709196,-37.79775602
Royal Victorian Eye and Ear Hospital,Hospitals (except Psychiatric Hospitals),144.97754840000002,-37.8089172
Vacant,Vacant Space,144.96809960000002,-37.80930043
Funds In Court ,Justice,144.95529950000002,-37.81251859
Miyako Japanese Cuisine & Teppanyaki,Cafes and Restaurants,144.9662623,-37.82066923
Victoria Market Communications,"Electrical, Electronic and Gas Appliance Retailing",144.95723950000001,-37.80745984
Bulk Bullion Pty Ltd,Jewellery and Watch Wholesaling,144.9663304,-37.81584476
Serraview,Computer System Design and Related Services,144.9606531,-37.81752882
Vacant,Vacant Space,144.965095,-37.81763649
Florentine Eyewear,Other Personal Accessory Retailing,144.9523782,-37.82539976
Point Architects,Architectural Services,144.9502865,-37.80710712
Andrew Davey & Co,Accounting Services,144.95892369999999,-37.81817724
Lendlease Services,Structural Steel Erection Services,144.92754440000002,-37.82565251
Factorie,Clothing Retailing,144.951187,-37.81501701
Royalco Resources Ltd,Non-Financial Intangible Assets (Except Copyrights) Leasing,144.96090039999999,-37.81365679
Leyland Private Asset Management,Other Auxiliary Finance and Investment Services,144.9728919,-37.81330535
Peter J Woodford,Financial Asset Investing,144.9618774,-37.81846456
Papa Gino's Pizza Restaurant,Cafes and Restaurants,144.96671730000003,-37.80018973
Bangkok Rain ,Cafes and Restaurants,144.97117450000002,-37.79523278
Small Batch Roasting,Other Grocery Wholesaling,144.9544342,-37.8043604
Hayball Pty Ltd,Architectural Services,144.96686730000002,-37.82744556
Snax Deli,Cafes and Restaurants,144.9492871,-37.80323404
Coretext,Magazine and Other Periodical Publishing,144.9575971,-37.80488391
Icue Billiards Pty Ltd,Amusement Parks and Centres Operation,144.9657034,-37.810658000000004
Opal Consulting Pty Ltd ,Other Personal Services n.e.c.,144.957088,-37.81686865
